trans_amount,avail_credit,account_age,is_Client Expenses,is_Office Supplies,is_Payroll,is_Rent,is_Utilities,is_Vendor Payments,"is_Agriculture, Forestry, And Fishing",is_Construction,"is_Finance, Insurance, And Real Estate",is_Retail Trade,is_Wholesale Trade,metro_encoded,income_encoded
1893.19,16811.51,181,0,0,1,0,0,0,0,1,0,0,0,1964,1
1358.91,47646.11,450,0,0,1,0,0,0,0,1,0,0,0,1964,2
112.33,14251.87,38,0,0,0,0,0,1,1,0,0,0,0,1964,2
1645.9,41328.37,300,0,1,0,0,0,0,0,0,0,0,1,1688,3
1032.01,11414.4,375,0,0,0,0,1,0,0,0,0,0,1,1940,2
486.34,23063.27,640,0,0,0,1,0,0,0,0,0,1,0,1873,2
429.58,28223.2,722,0,0,0,1,0,0,0,0,0,1,0,1873,2
473.04,42484.24,169,0,0,1,0,0,0,1,0,0,0,0,1940,3
545.19,694.18,714,0,0,0,1,0,0,0,0,0,1,0,1873,3
810.29,49887.15,565,0,0,0,0,0,1,0,1,0,0,0,1964,0
1985.84,45342.06,516,0,0,0,0,1,0,0,1,0,0,0,1964,0
158.89,46874.56,375,0,0,0,0,1,0,0,0,0,1,0,1964,2
994.26,45882.66,277,0,0,1,0,0,0,1,0,0,0,0,1940,0
1207.6,7085.41,233,0,0,0,0,1,0,0,1,0,0,0,1688,1
617.8,34153.87,433,0,1,0,0,0,0,0,0,0,0,1,1873,4
1937.47,5947.07,20,0,0,0,0,1,0,0,1,0,0,0,1964,2
106.1,7894.61,345,0,0,1,0,0,0,0,0,1,0,0,1964,0
1275.33,17083.7,37,0,0,0,0,0,1,0,1,0,0,0,1688,0
1291.46,27557.92,130,0,0,0,0,1,0,0,0,1,0,0,1906,0
782.6,13049.69,512,1,0,0,0,0,0,0,1,0,0,0,1873,2
1076.48,43892.56,609,0,0,0,0,1,0,0,0,1,0,0,1940,2
1149.19,49136.51,496,0,0,0,1,0,0,1,0,0,0,0,1940,0
1537.3,18675.38,112,0,0,1,0,0,0,0,0,0,0,1,1873,3
1213.39,41595.5,344,0,0,0,0,1,0,0,0,1,0,0,1906,1
1330.77,44594.17,367,0,0,1,0,0,0,0,0,0,1,0,1688,3
1942.88,3468.62,21,0,0,0,0,0,1,1,0,0,0,0,1964,4
1748.88,1831.46,29,0,0,0,1,0,0,0,0,0,0,1,1873,3
733.1,40076.23,138,0,0,0,0,0,1,0,0,0,0,1,1940,0
251.6,14719.93,135,0,0,0,1,0,0,0,0,0,1,0,1964,1
568.79,30380.06,710,1,0,0,0,0,0,0,1,0,0,0,1940,2
123.61,39309.86,182,0,0,0,1,0,0,1,0,0,0,0,1688,1
1334.41,10135.35,289,0,1,0,0,0,0,0,1,0,0,0,1873,2
289.99,18357.96,497,1,0,0,0,0,0,0,0,0,0,1,1964,2
1725.77,17126.75,242,0,0,0,1,0,0,0,0,1,0,0,1906,3
1608.74,12294.36,324,0,0,0,1,0,0,0,1,0,0,0,1964,3
151.71,28478.14,380,0,0,0,0,0,1,1,0,0,0,0,1906,2
703.2,22457.06,104,0,0,0,0,1,0,0,0,0,0,1,1688,0
47.31,32761.49,175,0,1,0,0,0,0,0,0,1,0,0,1873,4
1491.93,47881.56,641,0,0,0,0,0,1,1,0,0,0,0,1906,4
1658.99,6818.65,581,0,0,0,0,1,0,1,0,0,0,0,1964,3
462.91,15438.38,685,0,0,0,0,0,1,1,0,0,0,0,1940,3
352.28,36608.41,190,0,0,0,1,0,0,0,0,1,0,0,1688,3
1373.52,17233.16,127,0,0,0,1,0,0,0,0,0,0,1,1964,1
394.39,49317.91,258,0,0,0,0,0,1,0,0,1,0,0,1906,0
259.17,40833.68,565,0,0,1,0,0,0,0,0,0,1,0,1688,1
22.09,6007.12,530,1,0,0,0,0,0,0,0,0,1,0,1964,4
106.3,14252.9,306,0,0,0,0,1,0,0,1,0,0,0,1906,1
1918.48,35124.72,194,1,0,0,0,0,0,1,0,0,0,0,1873,4
1802.89,37665.34,238,0,0,1,0,0,0,0,0,1,0,0,1873,0
1952.54,38570.45,224,0,0,0,0,1,0,0,0,0,0,1,1964,0
516.41,7765.63,185,1,0,0,0,0,0,1,0,0,0,0,1906,4
462.33,45748.06,550,1,0,0,0,0,0,0,0,0,1,0,1688,3
1266.09,36667.0,215,0,1,0,0,0,0,0,0,1,0,0,1906,4
1437.68,24285.55,377,0,0,0,1,0,0,0,0,1,0,0,1964,1
569.16,32342.87,500,0,0,0,0,1,0,0,0,1,0,0,1964,1
1875.31,36221.08,600,1,0,0,0,0,0,0,0,0,0,1,1906,2
1549.98,34081.38,16,0,0,0,1,0,0,0,0,0,1,0,1964,1
506.54,15299.4,295,0,0,0,0,0,1,0,0,0,1,0,1688,2
1163.38,10690.92,91,0,0,0,0,1,0,0,0,0,1,0,1688,4
1185.62,11737.54,140,0,0,0,0,1,0,0,0,0,1,0,1688,4
1363.11,6073.92,0,0,0,1,0,0,0,1,0,0,0,0,1940,2
1149.83,41190.82,73,0,1,0,0,0,0,0,0,0,0,1,1940,2
1279.79,15578.68,665,1,0,0,0,0,0,0,0,0,0,1,1964,1
578.54,16375.03,2,0,0,1,0,0,0,0,0,0,1,0,1906,3
974.69,1036.06,429,0,0,0,0,0,1,0,0,1,0,0,1940,2
44.19,23833.52,389,1,0,0,0,0,0,0,0,0,0,1,1906,1
1781.83,48252.39,415,0,0,0,0,0,1,0,0,0,1,0,1688,4
1218.49,45538.03,420,0,0,1,0,0,0,0,0,0,0,1,1964,3
1466.77,47645.31,221,0,0,0,1,0,0,0,0,0,1,0,1964,3
611.49,37267.28,566,0,1,0,0,0,0,0,1,0,0,0,1688,3
116.96,40117.7,522,0,1,0,0,0,0,0,1,0,0,0,1873,3
1855.5,42764.09,28,0,0,1,0,0,0,0,0,0,1,0,1906,4
88.79,42174.06,581,0,0,0,0,0,1,0,0,1,0,0,1873,0
1102.0,13619.55,268,0,0,0,0,1,0,0,1,0,0,0,1873,0
993.55,98.1,632,0,1,0,0,0,0,0,0,1,0,0,1873,4
765.73,27076.17,381,0,0,0,1,0,0,0,0,0,1,0,1873,0
687.83,28580.19,245,0,0,0,0,1,0,0,0,1,0,0,1873,4
398.45,4055.73,511,0,0,0,1,0,0,0,0,0,1,0,1940,3
196.62,39351.79,584,0,1,0,0,0,0,0,1,0,0,0,1906,2
267.41,8878.41,283,0,0,0,1,0,0,0,1,0,0,0,1906,2
81.99,37544.79,190,1,0,0,0,0,0,0,0,1,0,0,1688,1
359.09,23262.13,591,1,0,0,0,0,0,0,1,0,0,0,1964,4
1852.64,43388.2,207,0,0,0,0,1,0,1,0,0,0,0,1964,4
213.27,2987.55,24,0,0,0,0,0,1,0,0,0,1,0,1873,1
1235.46,41847.96,637,0,0,0,0,0,1,0,0,1,0,0,1940,3
364.32,24692.19,77,0,1,0,0,0,0,0,0,1,0,0,1940,2
93.52,37105.57,308,0,0,1,0,0,0,0,1,0,0,0,1940,4
1633.6,45221.93,4,0,1,0,0,0,0,0,0,1,0,0,1964,1
1673.47,11680.48,0,0,0,0,1,0,0,0,0,1,0,0,1940,2
14.84,3012.86,633,0,0,0,1,0,0,0,0,0,0,1,1940,0
1490.46,33767.9,319,1,0,0,0,0,0,0,0,0,1,0,1873,3
752.24,37960.5,24,0,0,0,0,0,1,0,1,0,0,0,1940,1
979.31,18943.33,299,0,0,0,0,1,0,0,0,1,0,0,1940,3
1918.48,18005.17,644,0,0,0,0,1,0,0,0,0,1,0,1906,3
1842.64,9671.05,567,1,0,0,0,0,0,0,0,1,0,0,1688,0
731.4,13079.48,411,1,0,0,0,0,0,0,0,1,0,0,1906,3
1512.3,40987.84,337,0,0,0,0,1,0,1,0,0,0,0,1906,3
794.29,16741.77,725,0,0,1,0,0,0,0,0,0,0,1,1873,4
1967.95,9698.31,377,0,0,0,0,1,0,0,0,1,0,0,1964,3
1076.19,4490.95,171,0,1,0,0,0,0,1,0,0,0,0,1940,3
562.52,37487.44,20,0,0,0,0,1,0,0,0,1,0,0,1688,2
1500.86,29861.22,224,0,0,0,0,0,1,0,0,1,0,0,1964,2
1363.21,36399.06,379,0,0,1,0,0,0,1,0,0,0,0,1906,4
1440.49,1995.12,581,0,1,0,0,0,0,0,0,0,0,1,1940,2
476.17,46743.19,306,0,0,0,0,0,1,1,0,0,0,0,1688,2
1365.96,976.77,456,1,0,0,0,0,0,0,1,0,0,0,1688,2
857.19,41603.3,459,0,0,0,0,1,0,0,0,1,0,0,1964,4
0.39,2273.26,317,0,0,0,1,0,0,0,0,0,1,0,1688,4
945.84,43275.82,196,0,0,0,0,1,0,0,0,0,1,0,1873,2
1818.45,28462.18,361,0,0,0,1,0,0,0,0,1,0,0,1688,0
832.92,35926.68,431,1,0,0,0,0,0,1,0,0,0,0,1906,0
668.99,40524.38,608,0,0,0,1,0,0,0,0,0,1,0,1873,4
499.73,44731.31,393,0,1,0,0,0,0,0,1,0,0,0,1964,2
500.97,44461.52,499,0,0,0,0,1,0,1,0,0,0,0,1964,0
754.22,10089.64,490,1,0,0,0,0,0,0,0,0,0,1,1940,3
848.88,2997.16,184,0,1,0,0,0,0,0,0,0,0,1,1688,1
88.99,6549.93,402,0,0,0,1,0,0,0,1,0,0,0,1688,0
1710.96,44680.7,335,0,0,1,0,0,0,0,0,0,1,0,1688,4
1580.95,28938.17,688,1,0,0,0,0,0,0,0,1,0,0,1964,2
867.86,32061.46,95,0,0,0,0,0,1,0,0,0,1,0,1688,3
1110.41,30617.5,187,0,0,0,0,0,1,0,0,1,0,0,1873,2
1002.62,49911.74,688,0,0,0,0,1,0,1,0,0,0,0,1964,3
1026.8,21891.67,132,0,0,0,0,1,0,0,1,0,0,0,1906,1
1133.86,27751.85,730,0,0,0,0,1,0,0,1,0,0,0,1906,2
644.96,46054.7,524,0,0,0,1,0,0,1,0,0,0,0,1688,3
64.22,18795.76,391,0,0,0,0,0,1,1,0,0,0,0,1906,0
1830.16,47001.33,651,0,0,0,0,1,0,0,0,0,0,1,1906,4
1651.79,22168.91,548,0,0,0,0,0,1,0,1,0,0,0,1940,4
1870.74,36323.08,109,0,0,0,1,0,0,0,0,0,1,0,1940,2
1285.49,29660.37,405,0,1,0,0,0,0,0,0,0,0,1,1688,1
1921.18,42776.52,551,0,0,0,1,0,0,0,0,0,0,1,1688,4
1622.24,10364.17,233,0,0,1,0,0,0,0,0,0,1,0,1688,3
1126.78,34380.04,641,1,0,0,0,0,0,0,0,0,1,0,1964,3
296.41,3037.76,721,1,0,0,0,0,0,0,0,0,0,1,1873,4
1538.93,142.83,532,1,0,0,0,0,0,0,0,0,0,1,1688,2
446.11,25012.81,57,0,0,1,0,0,0,1,0,0,0,0,1906,0
1485.27,28472.22,195,0,0,0,0,1,0,0,0,0,1,0,1964,0
122.75,38686.2,520,1,0,0,0,0,0,0,0,0,0,1,1964,2
1781.62,12744.81,330,0,0,0,0,1,0,0,1,0,0,0,1964,4
1527.3,17584.43,14,0,0,0,0,0,1,0,0,0,0,1,1873,2
164.63,2886.4,654,0,1,0,0,0,0,0,1,0,0,0,1873,3
1593.89,23942.9,6,0,0,1,0,0,0,0,0,0,1,0,1688,0
820.41,37836.65,146,1,0,0,0,0,0,0,1,0,0,0,1906,2
402.4,25283.36,729,0,0,0,0,1,0,1,0,0,0,0,1964,0
812.54,44066.11,66,0,0,0,0,0,1,0,0,1,0,0,1940,0
841.65,3876.66,681,0,0,0,1,0,0,0,0,0,1,0,1906,4
149.67,38333.52,192,0,1,0,0,0,0,1,0,0,0,0,1873,0
78.35,16644.97,232,0,1,0,0,0,0,0,0,1,0,0,1940,2
171.29,40537.09,106,0,0,0,0,0,1,1,0,0,0,0,1873,2
854.35,43261.48,114,0,0,0,0,1,0,1,0,0,0,0,1940,3
1306.89,46836.15,499,0,0,1,0,0,0,0,0,0,0,1,1688,3
730.64,17870.68,538,0,0,0,0,1,0,0,1,0,0,0,1940,2
216.75,23051.71,616,0,1,0,0,0,0,0,0,0,1,0,1906,1
92.81,46204.51,712,0,0,0,1,0,0,0,1,0,0,0,1688,0
1054.19,17501.8,580,0,0,1,0,0,0,1,0,0,0,0,1940,4
867.53,30249.77,674,0,0,0,0,0,1,0,0,0,0,1,1940,4
1201.09,31131.97,671,0,1,0,0,0,0,0,0,1,0,0,1688,4
689.81,3381.32,93,0,0,0,1,0,0,0,0,0,1,0,1940,2
600.84,43707.43,42,0,1,0,0,0,0,1,0,0,0,0,1940,2
1931.11,7666.01,496,1,0,0,0,0,0,1,0,0,0,0,1873,4
1310.51,43184.23,152,0,0,0,1,0,0,0,0,1,0,0,1940,2
1550.42,5011.08,188,0,0,0,0,0,1,1,0,0,0,0,1906,3
446.1,37534.6,563,0,0,0,0,1,0,0,0,0,0,1,1940,2
1971.88,5291.51,553,0,0,0,0,1,0,0,0,0,0,1,1906,3
246.88,2493.63,290,0,0,1,0,0,0,0,0,0,0,1,1940,1
667.64,32643.1,270,0,0,0,0,0,1,0,0,1,0,0,1940,0
1313.89,37108.3,696,0,0,0,0,0,1,1,0,0,0,0,1940,0
284.6,23734.01,5,0,0,1,0,0,0,0,0,0,1,0,1940,3
416.53,36953.66,674,0,0,1,0,0,0,1,0,0,0,0,1688,2
1089.27,708.31,3,0,1,0,0,0,0,1,0,0,0,0,1873,1
1002.69,46772.81,687,0,0,0,0,1,0,0,1,0,0,0,1688,0
232.91,40955.97,313,0,0,0,0,1,0,1,0,0,0,0,1688,4
521.0,13162.64,59,0,0,0,0,1,0,1,0,0,0,0,1964,2
1501.95,27799.94,437,0,1,0,0,0,0,1,0,0,0,0,1873,0
1663.31,32408.43,727,0,0,0,0,0,1,1,0,0,0,0,1906,0
365.75,33841.81,423,1,0,0,0,0,0,0,0,0,1,0,1964,3
691.02,42408.27,340,0,0,1,0,0,0,0,0,0,1,0,1873,2
590.25,44528.64,589,0,0,0,0,1,0,0,0,0,0,1,1940,3
50.51,45757.31,667,1,0,0,0,0,0,0,0,0,0,1,1873,3
1035.37,29264.63,443,0,0,0,0,0,1,0,1,0,0,0,1688,3
863.49,29264.2,458,0,0,0,1,0,0,0,1,0,0,0,1940,0
1232.23,48459.12,434,0,1,0,0,0,0,0,0,1,0,0,1964,0
202.64,3701.42,618,0,1,0,0,0,0,1,0,0,0,0,1964,2
83.87,7297.94,105,0,0,0,0,1,0,1,0,0,0,0,1964,3
53.26,33756.62,554,0,0,1,0,0,0,0,1,0,0,0,1940,3
1956.68,15971.54,143,0,1,0,0,0,0,0,0,0,0,1,1688,2
80.48,27187.28,349,0,0,0,0,1,0,0,0,1,0,0,1688,3
616.71,21473.29,55,0,0,0,1,0,0,0,0,1,0,0,1964,0
1994.76,23712.38,78,0,0,1,0,0,0,0,1,0,0,0,1688,1
1696.75,37963.46,586,0,0,0,0,1,0,0,0,0,0,1,1688,1
1509.04,29708.47,60,0,0,1,0,0,0,0,1,0,0,0,1688,3
337.96,3696.28,706,0,0,0,0,1,0,0,0,0,0,1,1964,3
1014.43,46212.79,649,0,0,0,1,0,0,0,0,1,0,0,1906,0
116.19,16856.15,258,0,0,1,0,0,0,0,0,0,1,0,1906,0
1104.82,41895.85,17,0,0,1,0,0,0,0,0,1,0,0,1688,0
1467.78,2772.2,304,0,0,1,0,0,0,0,0,1,0,0,1940,0
1875.48,18893.39,512,0,1,0,0,0,0,0,0,0,1,0,1964,1
1053.05,39117.42,239,0,0,0,0,0,1,0,0,0,1,0,1906,0
520.37,47531.33,561,0,0,0,0,0,1,1,0,0,0,0,1940,4
1255.27,20308.07,453,0,1,0,0,0,0,0,0,1,0,0,1688,2
1464.41,5476.26,385,0,0,0,1,0,0,0,0,0,0,1,1940,0
1604.58,22636.0,302,0,0,1,0,0,0,0,0,0,0,1,1964,0
1975.4,18597.76,662,0,0,0,0,0,1,0,1,0,0,0,1940,0
940.83,48078.96,172,0,0,0,0,0,1,1,0,0,0,0,1906,0
861.57,27415.71,137,0,0,1,0,0,0,0,0,0,0,1,1906,1
144.05,47067.02,194,0,0,0,0,0,1,1,0,0,0,0,1964,2
350.46,6731.38,318,0,0,0,1,0,0,0,0,0,1,0,1688,0
429.3,18328.02,387,0,0,0,0,0,1,1,0,0,0,0,1906,4
1278.28,20714.1,158,1,0,0,0,0,0,0,1,0,0,0,1964,3
775.83,4626.49,601,0,0,1,0,0,0,0,1,0,0,0,1940,4
1895.73,30518.86,407,0,1,0,0,0,0,0,0,0,0,1,1688,2
220.86,11255.86,448,0,0,1,0,0,0,1,0,0,0,0,1688,1
1524.09,14387.51,473,0,1,0,0,0,0,0,0,1,0,0,1688,0
1432.8,17541.24,175,0,0,0,0,0,1,0,1,0,0,0,1940,4
579.67,19927.37,125,0,0,1,0,0,0,1,0,0,0,0,1964,0
1642.46,9692.25,20,0,0,1,0,0,0,1,0,0,0,0,1906,2
45.64,17711.99,660,0,1,0,0,0,0,0,0,0,0,1,1906,4
418.33,35815.52,690,0,0,1,0,0,0,0,1,0,0,0,1688,1
328.68,27273.15,394,1,0,0,0,0,0,0,1,0,0,0,1964,0
1117.44,47842.52,38,0,0,0,1,0,0,0,1,0,0,0,1873,3
1819.28,8586.17,343,1,0,0,0,0,0,0,0,0,1,0,1964,2
1104.82,49548.94,236,0,1,0,0,0,0,0,0,0,0,1,1873,2
1462.58,7136.7,65,0,0,0,1,0,0,1,0,0,0,0,1964,4
147.84,33389.97,225,0,0,0,0,0,1,1,0,0,0,0,1688,1
473.29,23290.28,365,1,0,0,0,0,0,1,0,0,0,0,1873,1
447.45,48393.05,27,0,0,0,0,1,0,0,0,0,1,0,1940,0
190.44,41519.36,167,0,0,0,1,0,0,0,0,1,0,0,1873,4
1617.21,33782.23,699,0,0,0,0,1,0,0,0,1,0,0,1906,1
1921.77,17049.11,322,0,1,0,0,0,0,1,0,0,0,0,1940,0
838.52,34600.67,396,0,0,0,1,0,0,0,0,0,1,0,1906,1
514.81,28781.54,87,0,0,0,0,1,0,0,0,0,0,1,1688,4
1546.14,28959.56,142,0,0,0,0,1,0,0,0,1,0,0,1873,4
1560.08,7766.95,474,0,0,0,1,0,0,0,0,1,0,0,1940,1
1159.34,35131.73,142,0,0,0,0,0,1,0,0,0,1,0,1940,1
833.81,19471.75,548,0,1,0,0,0,0,0,0,0,0,1,1964,2
59.28,1881.55,320,1,0,0,0,0,0,1,0,0,0,0,1964,2
19.78,19066.91,185,1,0,0,0,0,0,0,0,0,0,1,1688,0
1302.77,16673.43,175,0,0,1,0,0,0,0,0,1,0,0,1906,1
1154.54,15694.02,559,0,0,1,0,0,0,1,0,0,0,0,1688,3
665.27,41302.79,379,0,0,0,0,1,0,0,1,0,0,0,1873,3
484.29,15493.04,595,0,0,0,1,0,0,0,0,0,1,0,1964,0
1037.96,33886.84,316,0,0,0,1,0,0,1,0,0,0,0,1940,0
1155.41,7052.66,71,0,0,0,0,0,1,1,0,0,0,0,1964,0
628.03,32491.1,290,0,0,0,0,0,1,0,0,0,0,1,1964,0
1802.64,13740.19,680,1,0,0,0,0,0,1,0,0,0,0,1906,3
1948.13,21273.58,501,0,0,0,0,0,1,0,0,1,0,0,1688,3
877.11,4681.5,382,0,0,0,0,0,1,1,0,0,0,0,1906,4
480.9,14296.86,122,0,0,0,1,0,0,0,1,0,0,0,1873,0
1647.82,25978.92,127,0,1,0,0,0,0,0,0,0,0,1,1906,3
1955.26,48626.98,307,0,1,0,0,0,0,0,0,0,1,0,1940,4
748.21,8054.93,449,1,0,0,0,0,0,0,0,0,1,0,1906,3
473.54,8510.39,210,0,0,0,0,1,0,0,0,0,1,0,1964,0
1517.05,9047.25,648,1,0,0,0,0,0,0,0,0,1,0,1873,4
1559.37,8594.39,642,0,1,0,0,0,0,0,0,0,1,0,1964,1
1410.01,6881.4,141,0,0,0,0,1,0,0,1,0,0,0,1688,3
650.66,24285.99,408,1,0,0,0,0,0,0,0,0,1,0,1940,1
1632.68,32776.28,432,0,0,1,0,0,0,0,1,0,0,0,1906,1
218.57,10374.66,227,0,0,0,0,1,0,0,0,1,0,0,1940,0
126.21,45880.89,358,0,0,1,0,0,0,0,0,0,1,0,1873,3
130.54,33002.74,588,0,0,0,0,1,0,1,0,0,0,0,1964,3
1790.3,30341.13,607,0,1,0,0,0,0,0,0,0,0,1,1906,4
912.75,47589.82,19,0,1,0,0,0,0,0,0,0,0,1,1873,4
1817.41,29374.29,63,0,0,1,0,0,0,1,0,0,0,0,1688,4
1894.22,10667.5,55,0,0,0,0,1,0,0,1,0,0,0,1873,2
1958.6,6872.12,233,0,0,0,1,0,0,0,0,1,0,0,1906,1
1994.05,31198.12,498,0,0,0,1,0,0,0,1,0,0,0,1964,4
668.16,33410.03,505,0,0,0,0,1,0,1,0,0,0,0,1688,0
444.4,8135.93,664,1,0,0,0,0,0,0,1,0,0,0,1688,0
1228.66,39902.97,531,1,0,0,0,0,0,0,0,0,1,0,1688,4
481.51,11941.11,36,0,0,0,0,1,0,0,0,0,1,0,1873,3
1505.31,36900.16,681,0,0,0,0,0,1,0,0,0,1,0,1906,0
1566.96,339.81,665,0,0,0,0,0,1,0,0,0,0,1,1964,3
1920.21,15115.28,116,0,0,1,0,0,0,0,0,0,0,1,1688,4
138.93,11419.72,355,0,0,0,0,0,1,1,0,0,0,0,1688,1
128.6,23023.22,387,0,0,0,0,1,0,0,0,1,0,0,1906,0
1748.88,2259.81,505,0,0,0,0,0,1,0,1,0,0,0,1964,4
230.87,5072.17,354,1,0,0,0,0,0,1,0,0,0,0,1906,1
1944.36,45320.37,388,0,1,0,0,0,0,1,0,0,0,0,1688,2
1203.27,28330.0,302,0,0,1,0,0,0,0,1,0,0,0,1964,0
1292.45,46038.23,675,0,0,1,0,0,0,0,0,0,0,1,1940,1
1888.94,9369.82,74,0,0,0,1,0,0,1,0,0,0,0,1964,0
1284.11,31589.78,202,0,0,0,0,0,1,0,1,0,0,0,1688,2
686.56,31610.95,390,0,0,1,0,0,0,0,0,1,0,0,1873,3
605.46,43300.08,216,0,1,0,0,0,0,0,0,0,1,0,1906,4
552.98,42138.64,244,0,1,0,0,0,0,0,1,0,0,0,1964,0
1215.23,27611.72,319,0,0,0,1,0,0,0,1,0,0,0,1688,3
1030.56,20459.85,513,0,1,0,0,0,0,0,0,0,1,0,1688,2
231.87,41018.93,373,1,0,0,0,0,0,0,0,1,0,0,1964,4
880.27,43153.37,174,1,0,0,0,0,0,1,0,0,0,0,1873,0
792.94,46432.78,610,0,0,0,0,0,1,0,0,1,0,0,1940,2
1381.63,3743.5,275,0,0,0,1,0,0,0,1,0,0,0,1906,4
816.59,13318.99,193,0,1,0,0,0,0,0,0,0,0,1,1873,1
1260.85,23302.9,22,0,0,1,0,0,0,0,0,0,1,0,1964,4
1792.69,12105.66,256,0,1,0,0,0,0,1,0,0,0,0,1906,1
1964.16,40379.99,190,0,0,0,0,1,0,0,1,0,0,0,1940,2
443.31,35065.16,673,0,0,0,0,1,0,0,0,0,0,1,1906,2
1460.0,31907.23,396,0,0,0,0,0,1,0,0,0,1,0,1964,0
338.52,20677.5,221,0,1,0,0,0,0,0,0,0,0,1,1964,0
928.39,11811.01,316,1,0,0,0,0,0,0,0,1,0,0,1940,2
1653.84,43691.15,42,0,0,0,0,0,1,0,0,0,1,0,1940,4
1540.24,23135.41,151,0,0,0,0,0,1,0,0,0,0,1,1906,0
1063.36,23963.92,387,0,1,0,0,0,0,1,0,0,0,0,1964,2
1694.7,4389.01,652,1,0,0,0,0,0,1,0,0,0,0,1688,4
1105.73,14953.15,132,0,0,0,1,0,0,0,0,0,0,1,1906,0
1756.97,11359.48,584,0,0,1,0,0,0,0,1,0,0,0,1940,3
46.76,27676.2,218,0,0,0,0,0,1,0,1,0,0,0,1873,0
947.41,22895.5,703,0,0,0,0,0,1,1,0,0,0,0,1964,2
576.29,2511.84,400,1,0,0,0,0,0,0,0,1,0,0,1940,4
593.59,37776.68,631,0,1,0,0,0,0,0,1,0,0,0,1688,2
538.68,35201.45,604,0,0,1,0,0,0,0,0,0,0,1,1873,0
947.57,36678.23,123,0,0,0,1,0,0,0,1,0,0,0,1940,3
241.92,42432.75,703,0,0,0,0,0,1,0,0,0,1,0,1873,2
1374.43,10727.19,177,1,0,0,0,0,0,0,0,1,0,0,1964,4
890.4,2481.2,588,0,0,0,1,0,0,0,0,0,1,0,1964,4
1671.02,48779.86,182,0,0,0,0,0,1,1,0,0,0,0,1964,4
1186.92,16192.34,413,0,0,0,1,0,0,0,0,0,0,1,1688,4
1779.92,11157.89,423,1,0,0,0,0,0,0,0,0,1,0,1873,3
711.19,42825.6,544,0,0,0,1,0,0,0,1,0,0,0,1906,1
1965.12,12287.6,251,0,0,0,1,0,0,1,0,0,0,0,1906,4
1086.54,24383.44,512,0,1,0,0,0,0,0,0,1,0,0,1906,1
1001.63,11795.34,687,0,1,0,0,0,0,0,0,0,1,0,1688,0
1357.71,2251.01,245,0,0,0,0,1,0,0,1,0,0,0,1873,4
1760.48,21301.64,361,0,0,0,1,0,0,0,0,1,0,0,1940,0
87.12,18465.02,671,1,0,0,0,0,0,0,0,0,0,1,1964,4
391.01,35441.47,196,0,0,0,0,1,0,0,1,0,0,0,1873,0
1626.37,30606.98,192,0,1,0,0,0,0,0,1,0,0,0,1873,4
956.33,47988.53,364,0,0,0,0,1,0,0,0,0,1,0,1688,1
119.07,16810.67,591,0,0,0,1,0,0,0,0,0,0,1,1873,1
232.04,5069.7,400,1,0,0,0,0,0,1,0,0,0,0,1873,1
1745.76,21577.95,191,0,0,0,0,1,0,0,0,1,0,0,1873,4
936.51,2231.05,601,0,0,0,0,1,0,0,0,1,0,0,1940,1
1380.47,23271.22,594,0,0,0,0,0,1,0,1,0,0,0,1906,4
552.79,27780.48,670,1,0,0,0,0,0,0,1,0,0,0,1873,4
1592.8,30371.68,669,0,0,0,1,0,0,0,0,0,0,1,1906,4
1272.73,40920.74,107,0,1,0,0,0,0,0,0,0,1,0,1906,4
821.06,10059.85,104,0,1,0,0,0,0,0,0,1,0,0,1873,3
182.26,33549.11,280,0,1,0,0,0,0,0,0,1,0,0,1964,0
471.52,7278.11,184,1,0,0,0,0,0,0,1,0,0,0,1940,4
1685.25,23064.28,381,0,0,0,1,0,0,0,1,0,0,0,1940,3
1326.56,10948.92,415,0,0,0,1,0,0,0,0,0,0,1,1873,3
822.97,9059.73,14,0,0,0,0,0,1,0,0,0,0,1,1940,2
949.78,32966.64,617,0,0,0,0,0,1,0,0,0,0,1,1873,4
1867.5,49870.01,698,0,1,0,0,0,0,0,0,1,0,0,1906,4
1519.97,37524.51,256,0,0,1,0,0,0,1,0,0,0,0,1906,3
820.3,27263.0,542,0,0,0,0,0,1,0,1,0,0,0,1873,3
483.33,21761.19,394,0,0,0,0,1,0,0,0,1,0,0,1873,2
1950.97,19063.59,101,0,0,0,1,0,0,0,0,0,0,1,1940,4
1928.25,31976.29,596,1,0,0,0,0,0,0,0,0,0,1,1964,4
743.76,32313.64,366,0,0,0,1,0,0,1,0,0,0,0,1940,3
936.0,6204.03,587,1,0,0,0,0,0,0,1,0,0,0,1873,4
1682.61,15967.63,35,0,0,0,0,1,0,0,0,0,1,0,1964,2
1268.18,24988.55,127,0,0,0,1,0,0,0,0,0,1,0,1940,1
1659.37,21253.73,706,0,1,0,0,0,0,1,0,0,0,0,1873,1
1910.03,26552.25,20,0,0,0,1,0,0,1,0,0,0,0,1873,1
809.89,37444.51,629,0,0,0,0,0,1,0,0,1,0,0,1873,3
1704.07,6316.68,317,0,0,0,0,0,1,0,0,1,0,0,1940,4
1718.71,17312.25,427,0,0,0,1,0,0,0,0,0,0,1,1688,0
19.39,4933.61,368,0,0,0,0,1,0,1,0,0,0,0,1964,1
132.01,22977.92,25,0,0,0,0,0,1,0,0,1,0,0,1940,0
776.42,49962.03,230,0,1,0,0,0,0,0,0,1,0,0,1873,1
